goodreads_id,title,publication_info,number_of_rattings,number_of_reviews,book_rate,number_of_5_stars_rating,number_of_4_stars_rating,number_of_3_stars_rating,number_of_2_stars_rating,number_of_1_stars_rating,author_name,author_no_of_books,author_followers,original_title,all_contributors,number_of_editions,currently_reading,to_read,first_published_date,publisher,no_of_papers,book_type,is_translated,translator,main_genre,sub_genre
6968226,بادية الظلمات,1989-01-01,1098,198,4.31,567,359,125,36,11,عبد الرحمن منيف,46,4370,بادية الظلمات,"عبد الرحمن منيف,عبد الرحمن منيف",7,44,2904,2019-01-01, المؤسسة العربية للدراسات والنشر - لبنان,584.0,Paperback,False,,Novels,Novels
25141340,ملهمون,2015-01-01,3649,493,3.76,1221,1025,885,337,181,صالح بن محمد الخزيم,2,366,ملهمون,صالح بن محمد الخزيم,4,600,5841,2019-01-01, دار كلمات للنشر والتوزيع,253.0,Paperback,False,,Nonfiction,Nonfiction
36169993,مع النبي صلى الله عليه وسلم,2017-01-01,4484,584,4.1,1956,1448,762,224,94,أدهم شرقاوي,31,5852,مع النبي صلى الله عليه وسلم,أدهم شرقاوي,3,770,7474,2019-01-01, دار كلمات للنشر والتوزيع,288.0,Paperback,False,,Nonfiction,Nonfiction
38261280,أوبال,2018-01-01,4992,511,4.32,2740,1420,592,153,87,حنان لاشين,12,6256,أوبال,حنان لاشين,3,364,5290,2019-01-01, عصير الكتب,352.0,Paperback,False,,Novels,Novels
29011309,صخب الخسيف,2016-02-01,2286,205,4.09,1114,565,392,140,75,Osamah M. Al Muslim - أسامة المسلم,27,104,صخب الخسيف,Osamah M. Al Muslim - أسامة المسلم,2,269,4542,2019-01-01," نوفا بلس, مركز الأدب العربي",419.0,Paperback,False,,Novels,Novels
28002621,٢٧ خرافة شعبية عن القراءة,2015-10-01,3320,771,3.54,586,1137,1149,374,74,ساجد العبدلي,13,1154,٢٧ خرافة شعبية عن القراءة,"ساجد العبدلي,عبد المجيد حسين تمراز",1,128,3014,2019-01-01, الدار العربية للعلوم ناشرون,135.0,Paperback,False,,Nonfiction,Nonfiction
8264325,مميز بالأصفر: مقرر مختصر في العيش بحكمة والاختيار بذكاء,2001-01-01,9617,1298,3.67,2708,2925,2574,947,463,H. Jackson Brown Jr.,68,713,Highlighted In Yellow A Short Course In Living Wisely And Choosing Well,"H. Jackson Brown Jr.,Rochelle Pennington",7,1071,11600,2019-01-01, مكتبة جرير,232.0,Paperback,False,,Nonfiction,Nonfiction
5894893,لا تولد قبيحًا,2020-03-08,1043,258,3.52,258,298,291,125,71,رجاء عليش,2,167,لا تولد قبيحًا,رجاء عليش,4,253,3915,2020-03-08,الوطن العربى,224.0,Paperback,False,,Novels,Novels
23172298,مالك,2014-09-01,8282,1092,2.76,1344,1224,1889,1764,2061,محمود بكري,13,868,مالك,محمود بكري,3,380,4388,2019-01-01, دار الرسم بالكلمات,236.0,Paperback,False,,Novels,Novels
23521419,عشق,2015-01-01,4098,801,3.97,1500,1434,819,223,122,أحمد عبد المجيد,8,2708,عشق,أحمد عبد المجيد,4,331,6381,2019-01-01, نون للنشر والتوزيع,404.0,Paperback,False,,Novels,Novels
13584070,مائة من عظماء أمة الإسلام غيروا مجرى التاريخ,2010-01-01,6994,813,4.21,4092,1375,785,370,372,جهاد الترباني,10,1543,مائة من عظماء أمة الإسلام غيروا مجرى التاريخ,جهاد الترباني,8,2003,17800,2019-01-01, دار التقوى,736.0,Hardcover,False,,Nonfiction,Nonfiction
10851378,الرغيف,1939-01-01,317,18,4.01,112,127,56,14,8,توفيق يوسف عواد,10,87,الرغيف,توفيق يوسف عواد,2,26,351,1939-01-01,"january 1, 1939",229.0,Paperback,False,,Fiction,Fiction
13422740,المرتد,2011-01-01,9509,752,4.12,3977,3390,1585,381,176,حسن الجندي,23,6703,المرتد,حسن الجندي,9,433,6954,2019-01-01, دار أكتب للنشر والتوزيع,318.0,Paperback,False,,Novels,Novels
18746715,أكواريل وقصص أخرى,2014-01-01,2349,255,3.52,441,764,822,225,97,أحمد خالد توفيق,553,293,أكواريل وقصص أخرى,أحمد خالد توفيق,2,125,3606,2019-01-01, دار سما للنشر والتوزيع,352.0,Paperback,False,,Novels,Novels
4339138,زاد المعاد في هدي خير العباد,2019-01-01,1331,63,4.58,988,199,99,21,24,Ibn Qayyim al-Jawziyya,60,365,زاد المعاد في هدي خير العباد,"Ibn Qayyim al-Jawziyya,ابن قيم الجوزية",23,285,5197,2019-01-01,شركة مكتبة و مطبعة مصطفى البابي الحلبي و أولاده بمصر,236.0,Hardcover,False,,Nonfiction,Nonfiction
17882483,ثمانون عاماً في انتظار الموت!,2012-01-01,3349,485,3.68,1206,821,657,376,289,عبد المجيد الفياض,4,233,ثمانون عاماً في انتظار الموت!,عبد المجيد الفياض,2,312,4240,2019-01-01, مدارك,512.0,Paperback,False,,Novels,Novels
18469721,ذائقة الموت,2013-09-01,3596,700,3.98,1443,1123,670,241,119,أيمن العتوم,29,118,ذائقة الموت,أيمن العتوم,15,423,7784,2019-01-01, المؤسسة العربية للدراسات والنشر,408.0,Paperback,False,,Novels,Novels
6149437,شروط النهضة,1949-01-01,3216,523,4.12,1345,1145,558,117,51,مالك بن نبي,61,3374,شروط النهضة,"مالك بن نبي,عبد الصبور شاهين (ترجمة),عمر كامل مسقاوي (ترجمة)",10,528,9441,2019-01-01, دار الفكر المعاصر,176.0,Paperback,True,عبد الصبور شاهين,Philosophy,Philosophy
6996951,إدرينالين,2005-08-01,4615,891,3.8,1572,1406,1007,419,211,أحمد خيري العمري,32,125,إدرينالين,أحمد خيري العمري,3,168,6330,2019-01-01, دار الفكر,71.0,Paperback,False,,Nonfiction,Nonfiction
13418296,ضحكات كئيبة,2012-01-01,4464,495,3.57,802,1610,1496,429,127,أحمد خالد توفيق,553,293,ضحكات كئيبة,أحمد خالد توفيق,5,225,5992,2019-01-01, سبارك للنشر و التوزيع,239.0,Paperback,False,,Nonfiction,Nonfiction
9496620,رحلة عقل,2010-01-01,2871,521,4.07,1234,928,485,136,88,عمرو شريف,22,1827,رحلة عقل: هكذا يقود العلم أشرس الملاحدة إلى الإيمان,"عمرو شريف,أحمد عكاشة (تقديم)",4,145,2490,2010-01-01,مكتبة الشروق الدولية,288.0,Paperback,False,,Philosophy,Philosophy
16170625,المانيفستو,2013-01-18,8680,1216,4.2,4258,2728,1149,301,244,مصطفى إبراهيم,6,6688,المانيفستو,مصطفى إبراهيم,7,276,9779,2019-01-01, دار بلومزبرى للنشر - مؤسسة قطر للنشر,143.0,Paperback,False,,Nonfiction,Nonfiction
13412477,لست وحدك,2012-01-22,5996,504,3.66,1337,2160,1785,537,177,أحمد خالد توفيق,553,293,لست وحدك,أحمد خالد توفيق,6,284,10500,2019-01-01, سبارك للنشر والتوزيع,175.0,Paperback,False,,Novels,Novels
17237332,الإسكندرية في غيمة,2013-01-01,878,167,3.62,183,315,277,67,36,إبراهيم عبد المجيد,59,1423,الإسكندرية في غيمة,"إبراهيم عبد المجيد,Ibrahim Abdel Meguid",8,49,2068,2019-01-01, دار الشروق,462.0,Paperback,False,,Novels,Novels
6215562,عروس المطر,2012-01-01,3675,672,3.42,742,1003,1196,510,224,بثينة العيسى,22,25,عروس المطر,بثينة العيسى,6,125,3835,2019-01-01, المؤسسة العربية للدراسات والنشر,182.0,Paperback,False,,Novels,Novels
9242206,الأندلس من الفتح إلى السقوط,2002-01-01,2372,321,4.34,1319,709,231,62,51,راغب السرجاني,125,3497,قصة الأندلس: من الفتح إلى السقوط,راغب السرجاني,10,308,5493,2002-01-01,"january 1, 2002",800.0,Audiobook,False,,Nonfiction,Nonfiction
3085759,نادية: الجزء الأول,1960-01-01,2251,185,3.97,816,760,505,124,46,يوسف السباعي,79,4270,نادية: الجزء الأول,يوسف السباعي,4,80,1830,2019-01-01, مكتبة مصر,347.0,Paperback,False,,Novels,Novels
9457441,الإنسان المهدور: دراسة تحليلية نفسية اجتماعية,2006-01-01,1291,237,4.17,586,435,198,42,30,مصطفى حجازي,20,1849,الإنسان المهدور: دراسة تحليلية نفسية اجتماعية,مصطفى حجازي,5,199,5901,2019-01-01, المركز الثقافي العربي,350.0,Paperback,False,,Philosophy,Philosophy
5985359,أصداء السيرة الذاتية,1994-01-01,2189,460,3.84,673,756,530,188,42,Naguib Mahfouz,429,144,أصداء السيرة الذاتية,"Naguib Mahfouz,نجيب محفوظ",29,149,3314,2019-01-01, دار الشروق,120.0,Paperback,False,,Philosophy,Philosophy
5708173,قالت ضحى,1985-01-01,3158,476,3.61,590,1194,1007,294,73,Bahaa Taher,8,501,قالت ضحى,"Bahaa Taher,بهاء طاهر",7,102,3480,2019-01-01, دار الآداب,200.0,Paperback,False,,Novels,Novels
4255259,خواطر ٢,2008-01-01,2631,215,4.07,1128,804,504,140,55,أحمد الشقيري,14,9175,خواطر ٢,أحمد الشقيري,6,108,3810,2019-01-01, مكتبة العبيكان,133.0,Paperback,False,,Nonfiction,Nonfiction
6632117,لم أعرف أن الطواويس تطير,2009-07-01,2510,395,3.25,277,723,973,427,110,بهاء طاهر,26,6043,لم أعرف أن الطواويس تطير,بهاء طاهر,3,66,2077,2019-01-01, دار الشروق,113.0,Paperback,False,,Novels,Novels
5975602,صباح الورد,1987-01-01,950,124,3.55,161,329,347,98,15,Naguib Mahfouz,429,144,صباح الورد,"Naguib Mahfouz,Naguib Mahfouz",9,40,1192,2019-01-01, مكتبة مصر ,152.0,Mass Market Paperback,False,,Novels,Novels
8324659,حبيبتي,1961-01-01,1184,148,3.82,376,377,303,101,27,نزار قباني,209,6776,حبيبتي,نزار قباني,1,0,0,2019-01-01, دار الشروق,239.0,Paperback,False,,Nonfiction,Nonfiction
3380533,سرير الغريبة,1999-01-01,959,169,3.81,320,272,251,95,21,Mahmoud Darwish,185,105,سرير الغريبة,"Mahmoud Darwish,محمود درويش",7,28,1025,2019-01-01, رياض الريس للكتب والنشر,150.0,Paperback,False,,Poetry,Poetry
5865595,أحبك أحبك والبقية تأتى,1978-01-01,2046,209,3.86,758,550,501,169,68,نزار قباني,209,6776,أحبك أحبك والبقية تأتى,نزار قباني,7,86,3199,2019-01-01, منشورات نزار قبانى ,173.0,Paperback,False,,Poetry,Poetry
7278176,الإرهاب,1987-01-01,760,130,3.66,196,255,201,69,39,فرج فودة,16,1555,الإرهاب,فرج فودة,3,36,1412,2019-01-01, الهيئة المصرية العامة للكتاب,129.0,Paperback,False,,Nonfiction,Nonfiction
3613975,البستان,1992-01-01,2014,316,3.64,490,692,540,194,98,محمد المخزنجي,27,2599,البستان,محمد المخزنجي,2,91,4336,2019-01-01, دار الشروق,113.0,Paperback,False,,Novels,Novels
12128332,أسطورة الموتى الأحياء,1998-09-10,3936,216,3.58,783,1282,1388,410,73,أحمد خالد توفيق,553,293,أسطورة الموتى الأحياء,أحمد خالد توفيق,6,42,1178,2019-01-01, المؤسسة العربية الحديثة للطبع والنشر والتوزيع,131.0,Paperback,False,,Novels,Novels
10266406,جسر إلى الأبد,1982-01-01,971,168,3.44,181,282,338,126,44,غسان كنفاني,73,102,جسر إلى الأبد,"غسان كنفاني,Ghassan Kanafani",7,21,1417,2019-01-01, مؤسسة الأبحاث العربية,76.0,Paperback,False,,Novels,Novels
5941319,النهايات,1977-01-01,1877,310,3.41,317,567,645,264,84,عبد الرحمن منيف,46,4370,النهايات,عبد الرحمن منيف,12,154,2767,2019-01-01, مؤسسة دار الهلال,144.0,Paperback,False,,Novels,Novels
6748418,زمان القهر علمني,2019-01-01,1683,242,3.84,536,536,454,115,42,فاروق جويدة,50,6054,زمان القهر علمني,فاروق جويدة,3,44,2133,2019-01-01,دار غريب للطباعة والنشر والتوزيع,129.0,Paperback,False,,Poetry,Poetry
3528976,التلصص,2007-01-01,704,110,3.22,100,184,247,114,59,صنع الله إبراهيم,34,2973,التلصص,"صنع الله إبراهيم,Sonallah Ibrahim",1,0,0,2019-01-01, دار الشروق,239.0,Paperback,False,,Novels,Novels
7787218,إني المشنوق أعلاه,1989-07-01,1499,362,3.98,523,559,312,77,28,أحمد مطر,36,4442,إني المشنوق أعلاه,أحمد مطر,2,17,1913,2019-01-01, دار الشروق,45.0,Paperback,False,,Poetry,Poetry
6307907,في سبيل التاج,1895-01-01,3266,457,3.89,1013,1193,801,198,61,François Coppée,265,32,في سبيل التاج,"François Coppée,مصطفى لطفي المنفلوطي (مترجم)",1,0,0,2019-01-01, دار الشروق,239.0,Paperback,False,,Novels,Novels
6082973,لن أبيع العمر,2007-01-01,1510,213,3.86,483,488,418,94,27,فاروق جويدة,50,6054,لن أبيع العمر,فاروق جويدة,2,40,1693,2019-01-01, دار الشروق,117.0,Paperback,False,,Poetry,Poetry
3660598,قصة حب مجوسية,1990-01-01,2931,518,2.95,434,563,842,616,476,عبد الرحمن منيف,46,4370,قصة حب مجوسية,عبد الرحمن منيف,7,131,3144,2019-01-01, دار التنوير,140.0,Paperback,False,,Novels,Novels
4905829,بيت سيئ السمعة,1965-01-01,2060,245,3.45,293,653,843,220,51,Naguib Mahfouz,429,144,بيت سيئ السمعة ,"Naguib Mahfouz,نجيب محفوظ",10,103,2178,2019-01-01, دار الشروق,212.0,Paperback,False,,Novels,Novels
6201757,أول مكرر,2008-01-01,3073,255,3.21,445,763,1080,563,222,هيثم دبور,12,1481,أول مكرر,هيثم دبور,6,58,1117,2019-01-01, دار الشروق,141.0,Paperback,False,,Nonfiction,Nonfiction
4031414,أفراح الروح,2002-01-01,5387,1170,4.26,2762,1599,764,175,87,Sayed Qutb,113,1980,أفراح الروح,"Sayed Qutb,سيد قطب",7,148,6404,2019-01-01, دار عمار للنشر والتوزيع ,36.0,Paperback,False,,Philosophy,Philosophy
3120034,سعادة السفير,2003-01-01,2231,284,3.53,438,679,801,247,66,Ghazi A. Algosaibi,89,852,سعادة السفير,"Ghazi A. Algosaibi,غازي عبد الرحمن القصيبي",2,75,1419,2019-01-01, المؤسسة العربية للدراسات والنشر,175.0,Paperback,False,,Novels,Novels
5854563,قوس قزح,2005-01-01,3097,337,3.44,515,948,1138,382,114,أحمد خالد توفيق,553,293,قوس قزح,"أحمد خالد توفيق,تامر إبراهيم",6,63,2554,2005-01-01,دار ليلى,142.0,Paperback,False,,Novels,Novels
3852479,وردة,2000-01-01,953,137,3.85,293,344,217,80,19,صنع الله إبراهيم,34,2973,وردة,"صنع الله إبراهيم,Sonallah Ibrahim",9,93,2170,2019-01-01, دار المستقبل العربي,415.0,Paperback,False,,Novels,Novels
3657624,قالوا لي بتحب مصر: قلت مش عارف,2005-01-01,1157,116,3.6,284,356,345,117,55,تميم البرغوثي,9,4085,قالوا لي بتحب مصر: قلت مش عارف,تميم البرغوثي,4,31,1665,2019-01-01, دار الشروق,98.0,Paperback,False,,Poetry,Poetry
5999228,علي وبنوه,1953-01-01,1830,248,4.21,802,716,237,46,29,طه حسين,176,3465, عليّ وبنوه,طه حسين,15,148,3564,2019-01-01, دار المعارف,250.0,Paperback,False,,Nonfiction,Nonfiction
5948592,أمريكانلي,2003-01-01,1067,107,3.36,170,348,326,147,76,صنع الله إبراهيم,34,2973,أمريكانلي,صنع الله إبراهيم,7,59,1550,2019-01-01, دار المستقبل العربي,484.0,Paperback,False,,Novels,Novels
3776298,زهرة الخشخاش,2005-01-01,1254,143,3.75,333,461,321,93,46,خيري شلبي,75,2265,زهرة الخشخاش,خيري شلبي,3,64,1972,2019-01-01, دار الشروق,500.0,Paperback,False,,Novels,Novels
3318993,في ظلال القرآن,1971-01-01,3536,148,4.53,2561,559,241,68,107,Sayed Qutb,113,1980,في ظلال القرآن,"Sayed Qutb,سيد قطب",42,1033,11500,2019-01-01, دار الشروق,4012.0,Hardcover,False,,Nonfiction,Nonfiction
3660324,لغز الموت,1959-01-01,6738,637,3.88,2217,2291,1611,457,162,مصطفى محمود,164,21,لغز الموت,مصطفى محمود,9,772,6006,2019-01-01,  دار المعارف,133.0,Paperback,False,,Philosophy,Philosophy
2750008,أسعد امرأة في العالم,2005-01-01,5021,462,3.8,1905,1284,1035,494,303,عائض القرني,235,4020,أسعد امرأة في العالم,عائض القرني,19,507,6865,2019-01-01, مؤسسة الريان للطباعة والنشر والتوزيع,187.0,Paperback,False,,Nonfiction,Nonfiction
59060074,السندباد الأعمى: أطلس البحر والحرب,2021-09-01,2400,613,3.9,757,892,544,161,46,بثينة العيسى,22,25,السندباد الأعمى: أطلس البحر والحرب,بثينة العيسى,2,186,4581,2019-01-01, منشورات تكوين,334.0,Paperback,False,,Novels,Novels
